first_air_date,name,overview,popularity,vote_average,vote_count,adult
2010-10-25,Triumph of Love,"Victoria's life is perfect. She is a famous designer, mother of two and the wife of an actor. But she suffers the absence of her daughter Maria, who was separated from her when she was a little girl.",4.2477,7.7,469,False
1967-09-29,The Prisoner,"After resigning, a secret agent is abducted and taken to what looks like an idyllic village, but is really a bizarre Kafkaesque prison. His warders demand information. He gives them nothing, but only tries to escape.",8.289,7.739,205,False
2016-10-18,Medici: Masters of Florence,"The story of the Medici family of Florence, their ascent from simple merchants to power brokers sparking an economic and cultural revolution. Along the way, they also accrue a long list of powerful enemies.",10.774,7.738,325,False
2000-06-19,Little Angel Face,"Carita de Angel  is a remake of the telenovela Papa Corazon, which also was adapted for Mundo de juguete. Tells the story of Dulce Maria, a sweet, 5-year-old girl full of joy, compassion, and good feelings. After the death of her mother, her father Luciano Larios sinks into depression and lives abroad for a few years, leaving his daughter and loved ones behind. Dulce Maria enrolls in a Catholic boarding school for girls called ""Reina de America"" (Queen of America) to be taken care of by the nuns, as well as being taken care of by her uncle Gabriel, who is a priest.",2.8745,7.7,410,False
2006-01-09,Life on Mars,"A detective chief inspector from 2006 is investigating a serial killer when he is knocked over by a speeding car. Waking up, he finds himself mysteriously transported back in time to 1973. Initially struggling to come to terms with his situation, he has to come to terms with the old-fashioned technology and attitude of the day, while figuring out how he came to be trapped in the past.",7.0991,7.7,303,False
1991-09-20,Step by Step,"Step by Step is an American television sitcom with two single parents, who spontaneously get married after meeting one another during a vacation, resulting in them becoming the heads of a large blended family",18.9772,7.738,430,False
2023-12-07,My Life with the Walter Boys,"When a tragedy disrupts her life, a teen moves in with her guardian's big family in a small town and learns new lessons about love, hope and friendship.",12.9933,7.737,348,False
2019-11-01,The Morning Show,"A behind-the-scenes look at the lives of the people who help America wake up in the morning, exploring the unique challenges faced by the men and women who carry out this daily televised ritual.",18.7512,7.732,882,False
2017-11-22,Godless,"A ruthless outlaw terrorizes the West in search of a former member of his gang, who’s found a new life in a quiet town populated only by women.",7.417,7.737,686,False
2017-06-05,Mi marido tiene familia,"Julieta is quite happy in her relationship with her live in boyfriend, Robert... and thrilled that she won't have to deal with in-laws since Robert doesn't know his family. Things start going downhill for the couple when they rent an apartment from a very eccentric family dealing with a traumatic incident from their past.",4.7165,7.7,246,False
1983-05-01,V,"Fifty spaceships, each three miles across, hover ominously above Earth's major cities. The Visitors that emerge are humanlike in appearance and extend the hand of friendship. Our planet's resources are just what these aliens need to survive. And for its future survival, unsuspecting humankind will need... a miracle!",6.7777,7.736,969,False
2016-02-21,The Night Manager,"Former British soldier Jonathan Pine navigates the shadowy recesses of Whitehall and Washington where an unholy alliance operates between the intelligence community and the secret arms trade. To infiltrate the inner circle of lethal arms dealer Richard Onslow Roper, Pine must himself become a criminal.",15.5986,7.735,1275,False
2010-09-20,Hawaii Five-0,"Steve McGarrett returns home to Oahu, in order to find his father's killer. The governor offers him the chance to run his own task force (Five-0). Steve's team is joined by Chin Ho Kelly, Danny ""Danno"" Williams, and Kono Kalakaua.",72.9923,7.735,1841,False
2006-07-18,Eureka,"The sleepy Pacific Northwest town of Eureka is hiding a mysterious secret. The government has been relocating the world's geniuses and their families to this rustic town for years where innovation and chaos have lived hand in hand. U.S. Marshal Jack Carter stumbles upon this odd town after wrecking his car and becoming stranded there. When the denizens of the town unleash an unknown scientific creation, Carter jumps in to try to restore order and consequently learns of one of the country's best kept secrets.",17.7975,7.735,705,False
2020-05-19,Sweet Magnolias,"Lifelong friends Maddie, Helen and Dana Sue lift each other up as they juggle relationships, family and careers in the small Southern town of Serenity.",6.6621,7.734,259,False
2018-03-29,Siren,"The coastal town of Bristol Cove is known for its legend of once being home to mermaids. When the arrival of a mysterious girl proves this folklore all too true, the battle between man and sea takes a very vicious turn as these predatory beings return to reclaim their right to the ocean.",11.5307,7.734,3412,False
2016-06-14,Animal Kingdom,"17-year-old Joshua ""J"" Cody moves in with his freewheeling relatives in their Southern California beach town after his mother dies of a heroin overdose. Headed by boot-tough matriarch Janine ""Smurf"" Cody and her right-hand Baz, who runs the business and calls the shots, the clan also consists of Pope, the oldest and most dangerous of the Cody boys; Craig, the tough and fearless middle son; and Deran, the troubled, suspicious ""baby"" of the family.",42.3588,7.734,526,False
2015-10-31,Ash vs Evil Dead,"Bruce Campbell reprises his role as Ash Williams, an aging lothario and chainsaw-handed monster hunter who’s spent the last three decades avoiding maturity, and the terrors of the Evil Dead. But when a Deadite plague threatens to destroy all of mankind, he’s forced to face his demons — both metaphorical and literal.",9.1509,7.734,1729,False
2014-03-18,Apocalypse: World War I,"Colorized historical footage in ascending order of World War 1. Not only the relatively known Flanders and France battles, but also the generally unknown Italian-Austrian, German-Polish-Russian, Japanese-German, Ottoman Empire- Allied and African German Colonies, and other unknown or forgotten fronts and battles.",2.5004,7.7,288,False
2024-05-31,Raising Voices,"When a 17-year-old reports a sexual assault at her high school, an investigation upends her life and tests her relationships.",7.5935,7.733,434,False
2019-11-01,For All Mankind,"Explore an aspirational world where NASA and the space program remained a priority and a focal point of our hopes and dreams as told through the lives of NASA astronauts, engineers, and their families.",56.5026,7.736,905,False
2018-09-13,Bitter Lands,"The love story of Zuleyha, ​​who grew up without a father and works with Yilmaz as an auxiliary weaver in order to earn money for her brother, a gambler. The lives of these two young people blinded by the love of one ordinary night will turn into a dark nightmare. This nightmare will take them first from Istanbul and far away, and later to the estate of the Yaman family. In the first episode of the series, Yilmaz and Zuleyha set out to work on the Yaman estate. However, because of one of Zuleyha's lies - the lives of all of them will change radically.",9.6952,7.7,217,False
2020-03-26,Unorthodox,A Hasidic Jewish woman in Brooklyn flees to Berlin from an arranged marriage and is taken in by a group of musicians — until her past comes calling.,3.3842,7.732,728,False
2015-03-08,Poldark,"Britain is in the grip of a chilling recession... falling wages, rising prices, civil unrest - only the bankers are smiling. It's 1783 and Ross Poldark returns from the American War of Independence to his beloved Cornwall to find his world in ruins: his father dead, the family mine long since closed, his house wrecked and his sweetheart pledged to marry his cousin. But Ross finds that hope and love can be found when you are least expecting it in the wild but beautiful Cornish landscape.",14.526,7.732,315,False
2010-09-12,Lost Girl,"The gorgeous and charismatic Bo is a supernatural being called a succubus who feeds on the energy of humans, sometimes with fatal results. Refusing to embrace her supernatural clan and its rigid hierarchy, Bo is a renegade who takes up the fight for the underdog while searching for the truth about her own mysterious origins.",16.9203,7.731,443,False
